source,neighborhood,city,state,transaction,property_type,date,listing_price,suffix,price_ttc,price,size,rooms,bedrooms,bathrooms,parkings,finishing,condition,construction_year,age,air_conditioning,central_heating,swimming_pool,elevator,garden,equipped_kitchen,amenities
century 21,Jardins de Carthage,Jardins de Carthage,Tunis,rent,appartement,7/21/2024,2000,TTC,2000,2100,170,4,3,1,1,haut standing,bonne condition,,,1,0,0,0,0,1,Climatisation+Parking+Double vitrage+Fibre optique+Cuisine Equipée
century 21,Jardins de Carthage,Jardins de Carthage,Tunis,rent,appartement,6/23/2024,2000,TTC,2000,2100,170,4,3,1,1,haut standing,excellente condition,,,1,1,0,1,0,1,Terrasse+Ascenseur+Parking+Chauffage Central+Camera+Double vitrage+Gardien+Alarme+Cuisine Equipée+Climatisation
century 21,Jardins de Carthage,Jardins de Carthage,Tunis,rent,appartement,3/16/2023,2000,TTC,2000,2205,170,4,3,2,1,haut standing,neuf,,,1,1,0,1,0,1,Climatisation+Chauffage Central+Camera+Master Bedroom+Double vitrage+Gardien+Alarme+Titre Bleu+Fibre optique+Cuisine Equipée+Parking+Ascenseur+Terrasse
century 21,Jardins de Carthage,Jardins de Carthage,Tunis,rent,appartement,10/24/2024,2000,TTC,2000,2100,160,4,3,3,0,moyen standing,excellente condition,,,1,1,0,0,0,1,Prise lave-vaisselle+Cuisine Equipée+Climatisation+Terrasse+Chauffage Central
century 21,Jardins de Carthage,Jardins de Carthage,Tunis,rent_furnished,appartement,1/9/2024,2000,TTC,2000,2100,155,4,3,1,1,haut standing,neuf,,,1,1,0,1,0,1,Gardien+Ascenseur+Parking+Chauffage Central+Camera+Double vitrage+Alarme+Fibre optique+Cuisine Equipée+Climatisation
century 21,Jardins de Carthage,Jardins de Carthage,Tunis,rent,étage de villa,3/6/2025,2000,TTC,2000,2000,150,4,3,1,1,haut standing,bonne condition,,,1,1,0,0,0,1,Prise lave-vaisselle+Cuisine Equipée+Climatisation+Parking+Terrasse+Chauffage Central
century 21,Jardins de Carthage,Jardins de Carthage,Tunis,rent,appartement,2/21/2024,2000,TTC,2000,2100,150,4,3,1,1,très haut standing,neuf,,,1,1,0,1,0,1,Chauffage Central+Ascenseur+Parking+Camera+Double vitrage+Gardien+Alarme+Fibre optique+Cuisine Equipée+Climatisation
century 21,Jardins de Carthage,Jardins de Carthage,Tunis,rent,appartement,7/11/2023,2000,TTC,2000,2205,150,4,3,2,1,moyen standing,neuf,,,1,1,0,0,0,1,Parking+Chauffage Central+Prise lave-vaisselle+Camera+Alarme+Cuisine Equipée+Climatisation
century 21,Jardins de Carthage,Jardins de Carthage,Tunis,rent,appartement,5/29/2023,2000,TTC,2000,2205,150,4,3,1,1,haut standing,neuf,,,1,1,0,1,0,0,Climatisation+Fibre optique+Alarme+Gardien+Double vitrage+Camera+Prise lave-vaisselle+Chauffage Central+Parking+Ascenseur+Terrasse
century 21,Jardins de Carthage,Jardins de Carthage,Tunis,rent,appartement,6/12/2024,2000,TTC,2000,2100,140,4,3,2,0,très haut standing,neuf,,,1,1,0,1,0,1,Terrasse+Ascenseur+Parking+Chauffage Central+Climatisation+Cuisine Equipée+Fibre optique+Titre Bleu+Gardien+Camera
century 21,Jardins de Carthage,Jardins de Carthage,Tunis,rent,appartement,9/29/2023,2000,TTC,2000,2205,140,4,3,1,1,haut standing,excellente condition,2020,5,1,1,0,1,0,1,Parking+Chauffage Central+Ascenseur+Terrasse+Double vitrage+Gardien+Cuisine Equipée+Climatisation
century 21,Jardins de Carthage,Jardins de Carthage,Tunis,rent,appartement,9/14/2023,2000,TTC,2000,2205,150,3,2,1,1,haut standing,excellente condition,,,1,1,0,1,0,1,Terrasse+Ascenseur+Parking+Chauffage Central+Prise lave-vaisselle+Camera+Climatisation+Cuisine Equipée+Fibre optique+Gardien+Double vitrage
century 21,Jardins de Carthage,Jardins de Carthage,Tunis,rent,appartement,7/23/2023,2000,TTC,2000,2205,150,3,2,1,1,haut standing,excellente condition,,,1,1,0,1,0,1,Ascenseur+Parking+Chauffage Central+Prise lave-vaisselle+Camera+Double vitrage+Gardien+Alarme+Fibre optique+Cuisine Equipée+Climatisation
century 21,Jardins de Carthage,Jardins de Carthage,Tunis,rent,appartement,8/22/2024,2000,TTC,2000,2100,145,3,2,1,1,haut standing,excellente condition,,,1,1,0,1,0,1,Gardien+Double vitrage+Camera+Chauffage Central+Parking+Ascenseur+Terrasse+Alarme+Fibre optique+Cuisine Equipée+Climatisation
century 21,Jardins de Carthage,Jardins de Carthage,Tunis,rent,appartement,2/16/2023,2000,TTC,2000,2205,140,3,2,2,2,très haut standing,excellente condition,,,1,1,0,1,1,1,Double vitrage+Terrasse+Ascenseur+Parking+Chauffage Central+Vue montagne+Prise lave-vaisselle+Camera+Master Bedroom+Climatisation+Cuisine Equipée+Fibre optique+Jardin+Alarme+Gardien
century 21,Jardins de Carthage,Jardins de Carthage,Tunis,rent,appartement,12/4/2024,2000,TTC,2000,2100,130,3,2,1,1,haut standing,excellente condition,,,1,1,0,1,0,1,Terrasse+Ascenseur+Parking+Chauffage Central+Vue montagne+Prise lave-vaisselle+Double vitrage+Gardien+Fibre optique+Cuisine Equipée+Climatisation
century 21,Jardins de Carthage,Jardins de Carthage,Tunis,rent,appartement,9/1/2024,2000,TTC,2000,2100,130,3,2,1,1,haut standing,excellente condition,,,1,1,0,1,0,1,Prise lave-vaisselle+Double vitrage+Gardien+Fibre optique+Cuisine Equipée+Climatisation+Terrasse+Ascenseur+Vue montagne+Parking+Chauffage Central
century 21,Jardins de Carthage,Jardins de Carthage,Tunis,rent,appartement,10/9/2023,2000,TTC,2000,2205,130,3,2,1,1,haut standing,neuf,,,1,1,0,1,0,1,Chauffage Central+Alarme+Fibre optique+Cuisine Equipée+Climatisation+Gardien+Double vitrage+Master Bedroom+Prise lave-vaisselle+Parking+Ascenseur+Terrasse
century 21,Jardins de Carthage,Jardins de Carthage,Tunis,rent,appartement,11/27/2024,2000,TTC,2000,2100,120,3,2,1,1,haut standing,neuf,,,1,1,0,1,0,1,Ascenseur+Terrasse+Parking+Chauffage Central+Climatisation+Cuisine Equipée+Gardien+Double vitrage+Camera+Prise lave-vaisselle
century 21,Jardins de Carthage,Jardins de Carthage,Tunis,rent,appartement,5/28/2023,2000,TTC,2000,2205,110,3,2,1,1,social,excellente condition,,,1,1,0,1,0,1,Cuisine Equipée+Climatisation+Ascenseur+Parking+Chauffage Central+Prise lave-vaisselle+Camera+Master Bedroom+Double vitrage+Gardien+Fibre optique
century 21,Jardins de Carthage,Jardins de Carthage,Tunis,rent,appartement,4/14/2025,2000,TTC,2000,2000,100,3,2,1,1,très haut standing,neuf,2024,1,1,1,0,1,0,1,Gardien+Ascenseur+Parking+Chauffage Central+Prise lave-vaisselle+Camera+Double vitrage+Cuisine Equipée+Terrasse+Climatisation
century 21,Jardins de Carthage,Jardins de Carthage,Tunis,rent,appartement,11/20/2024,2000,TTC,2000,2100,100,3,2,1,1,haut standing,excellente condition,,,1,1,0,1,0,1,Ascenseur+Parking+Chauffage Central+Prise lave-vaisselle+Gardien+Climatisation+Cuisine Equipée+Fibre optique
century 21,Jardins de Carthage,Jardins de Carthage,Tunis,rent_furnished,appartement,1/24/2024,2000,TTC,2000,2100,100,3,2,1,1,moyen standing,excellente condition,,,1,1,0,1,0,1,Ascenseur+Parking+Chauffage Central+Gardien+Fibre optique+Cuisine Equipée+Climatisation+Terrasse
century 21,Jardins de Carthage,Jardins de Carthage,Tunis,rent,appartement,7/6/2023,2000,TTC,2000,2205,100,3,2,1,0,haut standing,excellente condition,2020,5,1,0,0,1,0,1,Cuisine Equipée+Fibre optique+Alarme+Gardien+Double vitrage+Prise lave-vaisselle+Parking+Ascenseur+Terrasse+Climatisation
century 21,Jardins de Carthage,Jardins de Carthage,Tunis,rent,appartement,12/7/2023,2000,TTC,2000,2205,140,2,2,1,1,très haut standing,excellente condition,,,1,1,0,1,1,1,Master Bedroom+Prise lave-vaisselle+Chauffage Central+Parking+Ascenseur+Terrasse+Double vitrage+Gardien+Alarme+Jardin+Fibre optique+Cuisine Equipée+Climatisation
century 21,Jardins de Carthage,Jardins de Carthage,Tunis,rent_furnished,appartement,5/6/2025,2000,TTC,2000,2000,110,2,1,1,1,très haut standing,neuf,,,1,1,0,1,0,1,Climatisation+Cuisine Equipée+Fibre optique+Gardien+Double vitrage+Chauffage Central+Parking+Ascenseur+Terrasse
century 21,Jardins de Carthage,Jardins de Carthage,Tunis,rent_furnished,appartement,11/15/2023,2000,TTC,2000,2205,90,2,1,1,1,haut standing,excellente condition,2022,3,1,1,0,1,1,1,Camera+Chauffage Central+Parking+Ascenseur+Terrasse+Double vitrage+Gardien+Jardin+Fibre optique+Cuisine Equipée+Climatisation
century 21,Jardins de Carthage,Jardins de Carthage,Tunis,rent,bureau,4/30/2025,2000,TTC,2000,2000,80,2,1,0,1,très haut standing,neuf,,,1,1,0,1,0,0,Master Bedroom+Double vitrage+Gardien+Alarme+Fibre optique+Climatisation+Chauffage Central+Ascenseur+Camera+Parking
century 21,Jardins de Carthage,Jardins de Carthage,Tunis,rent_furnished,appartement,4/14/2025,2000,TTC,2000,2000,73,2,1,1,0,très haut standing,excellente condition,2024,1,1,1,0,1,0,1,Terrasse+Ascenseur+Parking+Chauffage Central+Camera+Double vitrage+Gardien+Alarme+Titre Bleu+Fibre optique+Cuisine Equipée+Climatisation
century 21,Jardins de Carthage,Jardins de Carthage,Tunis,rent,bureau,6/10/2024,2000,TTC,2000,2100,71,2,1,0,1,haut standing,neuf,2024,1,1,1,0,1,0,0,Ascenseur+Parking+Chauffage Central+Camera+Double vitrage+Gardien+Alarme+Fibre optique+Climatisation
century 21,Jardins de Carthage,Jardins de Carthage,Tunis,rent,appartement,5/5/2025,2000,TTC,2000,2000,65,2,1,1,1,haut standing,neuf,2025,0,1,1,0,1,0,1,Prise lave-vaisselle+Camera+Double vitrage+Gardien+Cuisine Equipée+Climatisation+Parking+Ascenseur+Terrasse+Chauffage Central
tecnocasa,Jardins de Carthage,Jardins de Carthage,Tunis,rent,appartement,2/24/2025,2000,TTC,2000,2000,85,2,1,1,0,,,,,,,,,,,
century 21,Jardins de Carthage,Jardins de Carthage,Tunis,rent,appartement,4/4/2023,2000,TTC,2000,2205,65,1,1,1,1,très haut standing,neuf,2022,3,1,1,0,1,0,1,Parking+Ascenseur+Chauffage Central+Prise lave-vaisselle+Gardien+Cuisine Equipée+Climatisation+Double vitrage
century 21,Jardins de Carthage,Jardins de Carthage,Tunis,rent,appartement,6/23/2024,2000,TTC,2000,2100,39,1,0,0,0,haut standing,bonne condition,,,1,0,0,0,0,0,Climatisation
century 21,Jardins de Carthage,Jardins de Carthage,Tunis,rent,appartement,2/21/2025,1950,TTC,1950,1950,180,4,3,2,1,haut standing,excellente condition,,,1,1,0,1,0,1,Parking+Parking+Chauffage Central+Camera+Master Bedroom+Double vitrage+Gardien+Fibre optique+Cuisine Equipée+Climatisation+Terrasse+Ascenseur+Chauffage Central+Camera+Master Bedroom+Double vitrage+Gardien+Fibre optique+Cuisine Equipée+Climatisation+Ascenseur+Terrasse
century 21,Jardins de Carthage,Jardins de Carthage,Tunis,rent_furnished,appartement,6/29/2024,1950,TTC,1950,2048,70,2,1,1,0,haut standing,bonne condition,,,1,1,0,1,0,1,Double vitrage+Terrasse+Ascenseur+Chauffage Central+Camera+Gardien+Alarme+Fibre optique+Cuisine Equipée+Climatisation
century 21,Jardins de Carthage,Jardins de Carthage,Tunis,rent_furnished,appartement,6/29/2024,1950,TTC,1950,2048,70,2,1,1,1,haut standing,excellente condition,,,1,1,0,1,0,1,Terrasse+Ascenseur+Chauffage Central+Double vitrage+Gardien+Alarme+Fibre optique+Cuisine Equipée+Climatisation
century 21,Jardins de Carthage,Jardins de Carthage,Tunis,rent_furnished,appartement,8/7/2023,1950,TTC,1950,2150,70,2,1,1,1,très haut standing,neuf,2023,2,1,1,0,1,0,1,Climatisation+Camera+Cuisine Equipée+Fibre optique+Alarme+Gardien+Double vitrage+Terrasse+Ascenseur+Parking+Chauffage Central
century 21,Jardins de Carthage,Jardins de Carthage,Tunis,rent,appartement,11/30/2024,1900,TTC,1900,1995,150,5,4,2,0,moyen standing,excellente condition,,,1,1,0,1,0,1,Gardien+Chambre de Service+Ascenseur+Chauffage Central+Prise lave-vaisselle+Camera+Fibre optique+Cuisine Equipée+Climatisation
century 21,Jardins de Carthage,Jardins de Carthage,Tunis,rent,étage de villa,1/17/2024,1900,TTC,1900,1995,200,4,3,1,0,haut standing,excellente condition,2021,4,1,1,0,1,0,1,Climatisation+Cuisine Equipée+Fibre optique+Double vitrage+Chauffage Central+Parking+Ascenseur+Terrasse
century 21,Jardins de Carthage,Jardins de Carthage,Tunis,rent,appartement,4/28/2023,1900,TTC,1900,2095,190,4,3,2,1,haut standing,bonne condition,,,1,1,0,1,0,1,Prise lave-vaisselle+Chauffage Central+Parking+Ascenseur+Terrasse+Camera+Master Bedroom+Double vitrage+Gardien+Alarme+Titre Bleu+Fibre optique+Cuisine Equipée+Climatisation
century 21,Jardins de Carthage,Jardins de Carthage,Tunis,rent,appartement,2/14/2024,1900,TTC,1900,1995,170,4,4,1,0,haut standing,excellente condition,,,1,1,0,1,0,1,Camera+Gardien+Cuisine Equipée+Climatisation+Parking+Ascenseur+Terrasse+Chauffage Central
century 21,Jardins de Carthage,Jardins de Carthage,Tunis,rent,appartement,8/26/2023,1900,TTC,1900,2095,170,4,3,1,1,haut standing,neuf,,,1,1,0,1,0,1,Gardien+Terrasse+Ascenseur+Parking+Chauffage Central+Prise lave-vaisselle+Double vitrage+Fibre optique+Cuisine Equipée+Climatisation
century 21,Jardins de Carthage,Jardins de Carthage,Tunis,rent,appartement,3/13/2024,1900,TTC,1900,1995,160,4,3,1,1,moyen standing,excellente condition,2019,6,1,1,0,0,0,1,Gardien+Climatisation+Cuisine Equipée+Alarme+Master Bedroom+Double vitrage+Prise lave-vaisselle+Chauffage Central+Terrasse+Parking
century 21,Jardins de Carthage,Jardins de Carthage,Tunis,rent,appartement,12/14/2023,1900,TTC,1900,2095,160,4,3,2,1,haut standing,excellente condition,,,1,1,0,1,0,1,Parking+Ascenseur+Chauffage Central+Prise lave-vaisselle+Master Bedroom+Double vitrage+Gardien+Fibre optique+Cuisine Equipée+Climatisation
century 21,Jardins de Carthage,Jardins de Carthage,Tunis,rent,appartement,9/8/2023,1900,TTC,1900,2095,160,4,3,1,1,haut standing,neuf,2023,2,1,1,0,1,0,1,Cuisine Equipée+Gardien+Camera+Chauffage Central+Parking+Ascenseur+Terrasse+Climatisation
century 21,Jardins de Carthage,Jardins de Carthage,Tunis,rent,appartement,8/16/2023,1900,TTC,1900,2095,160,4,3,1,1,haut standing,excellente condition,,,1,1,0,1,0,1,Camera+Fibre optique+Gardien+Double vitrage+Cuisine Equipée+Climatisation+Parking+Ascenseur+Chauffage Central
century 21,Jardins de Carthage,Jardins de Carthage,Tunis,rent,appartement,11/12/2024,1900,TTC,1900,1995,150,4,3,2,1,haut standing,excellente condition,,,1,1,0,1,0,1,Fibre optique+Cuisine Equipée+Climatisation+Alarme+Gardien+Double vitrage+Camera+Chauffage Central+Parking+Ascenseur
century 21,Jardins de Carthage,Jardins de Carthage,Tunis,rent,appartement,1/16/2025,1900,TTC,1900,1900,140,4,3,1,1,moyen standing,bonne condition,,,1,1,0,1,0,1,Titre Bleu+Fibre optique+Cuisine Equipée+Climatisation+Gardien+Terrasse+Ascenseur+Parking+Chauffage Central+Camera+Master Bedroom+Alarme
century 21,Jardins de Carthage,Jardins de Carthage,Tunis,rent,appartement,4/20/2024,1900,TTC,1900,1995,140,4,3,1,1,moyen standing,neuf,,,1,1,0,1,1,1,Alarme+Jardin+Cuisine Equipée+Climatisation+Gardien+Chauffage Central+Parking+Ascenseur
century 21,Jardins de Carthage,Jardins de Carthage,Tunis,rent,appartement,11/12/2024,1900,TTC,1900,1995,135,4,3,1,1,moyen standing,bonne condition,,,1,1,0,1,0,1,Alarme+Ascenseur+Parking+Chauffage Central+Prise lave-vaisselle+Camera+Double vitrage+Gardien+Alarme+Fibre optique+Climatisation+Ascenseur+Parking+Chauffage Central+Prise lave-vaisselle+Camera+Double vitrage+Gardien+Fibre optique+Cuisine Equipée+Climatisation+Cuisine Equipée
century 21,Jardins de Carthage,Jardins de Carthage,Tunis,rent,appartement,11/10/2023,1900,TTC,1900,2095,150,3,2,2,1,haut standing,excellente condition,2023,2,1,1,0,1,0,1,Gardien+Double vitrage+Vue mer+Prise lave-vaisselle+Chauffage Central+Parking+Ascenseur+Terrasse+Alarme+Fibre optique+Cuisine Equipée+Climatisation
century 21,Jardins de Carthage,Jardins de Carthage,Tunis,rent,appartement,9/26/2023,1900,TTC,1900,2095,150,3,2,1,1,haut standing,bonne condition,,,1,1,0,1,0,1,Ascenseur+Climatisation+Cuisine Equipée+Fibre optique+Titre Bleu+Alarme+Gardien+Double vitrage+Master Bedroom+Camera+Prise lave-vaisselle+Vue montagne+Double Kitchen+Chauffage Central+Parking
century 21,Jardins de Carthage,Jardins de Carthage,Tunis,rent,appartement,4/21/2025,1900,TTC,1900,1900,140,3,2,1,1,haut standing,excellente condition,,,1,1,0,1,1,1,Cuisine Equipée+Climatisation+Gardien+Terrasse+Ascenseur+Parking+Chauffage Central+Prise lave-vaisselle+Camera+Jardin
century 21,Jardins de Carthage,Jardins de Carthage,Tunis,rent,appartement,5/3/2025,1900,TTC,1900,1900,130,3,2,1,1,haut standing,excellente condition,,,1,1,0,1,0,1,Double vitrage+Ascenseur+Parking+Chauffage Central+Prise lave-vaisselle+Camera+Gardien+Terrasse+Alarme+Fibre optique+Cuisine Equipée+Climatisation
century 21,Jardins de Carthage,Jardins de Carthage,Tunis,rent,appartement,11/9/2024,1900,TTC,1900,1995,130,3,2,1,2,haut standing,excellente condition,,,1,1,0,1,0,1,Climatisation+Cuisine Equipée+Fibre optique+Alarme+Double vitrage+Camera+Chauffage Central+Parking+Ascenseur+Terrasse
century 21,Jardins de Carthage,Jardins de Carthage,Tunis,rent,appartement,2/15/2023,1900,TTC,1900,2095,120,3,2,1,1,haut standing,neuf,2023,2,1,1,0,1,0,1,Terrasse+Chauffage Central+Ascenseur+Parking+Prise lave-vaisselle+Double vitrage+Gardien+Fibre optique+Cuisine Equipée+Climatisation
century 21,Jardins de Carthage,Jardins de Carthage,Tunis,rent,appartement,8/9/2024,1900,TTC,1900,1995,100,3,2,1,1,haut standing,neuf,2023,2,1,1,0,1,0,1,Double vitrage+Terrasse+Ascenseur+Parking+Chauffage Central+Camera+Gardien+Alarme+Fibre optique+Climatisation+Cuisine Equipée
century 21,Jardins de Carthage,Jardins de Carthage,Tunis,rent,bureau,4/11/2025,1900,HT,2261,2261,150,2,2,0,1,haut standing,excellente condition,,,1,1,0,1,0,1,Parking+Climatisation+Cuisine Equipée+Fibre optique+Alarme+Gardien+Double vitrage+Camera+Chauffage Central+Ascenseur
century 21,Jardins de Carthage,Jardins de Carthage,Tunis,rent_furnished,appartement,9/9/2024,1900,TTC,1900,1995,90,2,1,1,0,haut standing,excellente condition,,,1,1,0,1,0,1,Fibre optique+Alarme+Terrasse+Gardien+Double vitrage+Camera+Chauffage Central+Ascenseur+Cuisine Equipée+Climatisation
century 21,Jardins de Carthage,Jardins de Carthage,Tunis,rent,appartement,3/16/2024,1900,TTC,1900,1995,90,2,2,1,1,haut standing,neuf,,,1,1,1,1,0,0,Parking+Chauffage Central+Piscine+Camera+Gardien+Fibre optique+Climatisation+Ascenseur
century 21,Jardins de Carthage,Jardins de Carthage,Tunis,rent_furnished,appartement,11/7/2024,1900,TTC,1900,1995,70,2,1,1,1,moyen standing,bonne condition,2017,8,1,1,0,1,1,1,Gardien+Ascenseur+Parking+Chauffage Central+Prise lave-vaisselle+Titre Bleu+Jardin+Fibre optique+Cuisine Equipée+Climatisation
century 21,Jardins de Carthage,Jardins de Carthage,Tunis,rent_furnished,appartement,7/22/2024,1900,TTC,1900,1995,70,2,1,1,1,moyen standing,bonne condition,2017,8,1,1,0,1,1,1,Cuisine Equipée+Fibre optique+Jardin+Titre Bleu+Gardien+Prise lave-vaisselle+Chauffage Central+Parking+Ascenseur+Climatisation
century 21,Jardins de Carthage,Jardins de Carthage,Tunis,rent,appartement,1/29/2025,1900,TTC,1900,1900,70,1,1,1,1,très haut standing,neuf,2022,3,1,1,0,1,0,1,Parking+Ascenseur+Chauffage Central+Prise lave-vaisselle+Camera+Double vitrage+Gardien+Fibre optique+Cuisine Equipée+Climatisation
century 21,Jardins de Carthage,Jardins de Carthage,Tunis,rent_furnished,appartement,1/29/2025,1900,TTC,1900,1900,70,1,1,1,1,très haut standing,neuf,2022,3,1,1,0,1,0,1,Climatisation+Cuisine Equipée+Fibre optique+Gardien+Ascenseur+Parking+Chauffage Central+Prise lave-vaisselle+Camera+Double vitrage
century 21,Jardins de Carthage,Jardins de Carthage,Tunis,rent_furnished,appartement,7/8/2023,1900,TTC,1900,2095,70,1,1,1,1,très haut standing,neuf,2022,3,1,1,0,1,0,1,Gardien+Ascenseur+Parking+Chauffage Central+Prise lave-vaisselle+Camera+Double vitrage+Fibre optique+Cuisine Equipée+Climatisation
century 21,Jardins de Carthage,Jardins de Carthage,Tunis,rent_furnished,appartement,12/11/2022,1900,TTC,1900,2199,65,,,,,haut standing,neuf,2022,3,1,1,1,1,0,1,Cuisine Equipée+Ascenseur+Parking+Chauffage Central+Piscine+Camera+Double vitrage+Gardien+Alarme+Fibre optique+Climatisation
century 21,Jardins de Carthage,Jardins de Carthage,Tunis,rent,appartement,12/23/2022,1850,TTC,1850,2142,160,4,3,3,1,très haut standing,neuf,2021,4,1,1,0,1,0,1,"Double vitrage+Climatisation+Cuisine Equipée+Gardien+Camera+Prise lave-vaisselle+Vue montagne+Chauffage Central+Parking+Ascenseur+Terrasse+Master Bedroom"
century 21,Jardins de Carthage,Jardins de Carthage,Tunis,rent,appartement,5/4/2023,1850,TTC,1850,2040,140,3,2,1,1,haut standing,excellente condition,2020,5,1,1,0,1,0,1,Terrasse+Ascenseur+Parking+Chauffage Central+Prise lave-vaisselle+Camera+Double vitrage+Climatisation+Cuisine Equipée+Fibre optique+Alarme+Gardien
century 21,Jardins de Carthage,Jardins de Carthage,Tunis,rent,appartement,4/10/2025,1850,TTC,1850,1850,130,3,2,1,1,haut standing,excellente condition,,,0,1,0,1,1,1,Fibre optique+Cuisine Equipée+Terrasse+Ascenseur+Parking+Chauffage Central+Prise lave-vaisselle+Camera+Double vitrage+Gardien+Alarme+Jardin
century 21,Jardins de Carthage,Jardins de Carthage,Tunis,rent,appartement,1/29/2025,1850,TTC,1850,1850,130,3,2,1,0,haut standing,excellente condition,,,1,1,0,1,0,1,Climatisation+Cuisine Equipée+Chauffage Central+Parking+Ascenseur
century 21,Jardins de Carthage,Jardins de Carthage,Tunis,rent_furnished,appartement,10/4/2023,1850,TTC,1850,2040,120,3,2,1,0,haut standing,excellente condition,2015,10,1,1,0,1,0,1,Climatisation+Gardien+Cuisine Equipée+Fibre optique+Ascenseur+Chauffage Central+Prise lave-vaisselle+Camera+Double vitrage
